,Name,Club_Position,Height,Weight
1289,Jonathan Gómez,ataque,171,71
1293,Ricardo Ferreira,defensa,190,76
1294,Björn Engels,defensa,194,83
1296,Emerson,central,176,63
1304,Omar Mascarell,central,181,74
1305,Christopher Jullien,defensa,196,88
1306,Martín Mantovani,defensa,185,80
1307,Alfred Duncan,central,178,78
1308,Marten de Roon,central,185,76
1309,Adnan Januzaj,central,182,75
1310,Romain Saïss,central,190,76
1313,Bertrand Traoré,ataque,181,73
1314,Pedro Henrique,central,179,71
1315,Roger,ataque,179,74
1316,Yassine Benzia,ataque,179,71
1317,João Pereira,defensa,172,66
1319,Mattia De Sciglio,defensa,183,74
1320,Amin Younes,ataque,168,70
1322,Stefano Denswil,defensa,185,82
1324,James Ward-Prowse,central,173,66
1326,Okay Yokuşlu,central,191,86
1327,Fayçal Fajr,central,178,72
1329,Marcel Sabitzer,ataque,177,74
1330,Emiliano Sala,ataque,187,75
1331,Mauricio Pereyra,central,170,63
1333,Christophe Kerbrat,defensa,183,74
1336,Santiago Arias,defensa,176,68
1340,Santiago Vergini,defensa,191,83
1341,Anthony Knockaert,central,172,69
1342,Felipe Gutiérrez,central,170,64
1343,Mohamed Elyounoussi,central,178,70
1345,Fabián Castillo,central,173,68
1347,Javi Espinosa,ataque,174,70
1349,Timmy Chandler,central,186,81
1350,Jeffrey Gouweleeuw,defensa,187,75
1351,Cristiano Piccini,central,183,77
1352,Martin Hinteregger,defensa,185,86
1355,Nemanja Nikolić,ataque,180,80
1356,Geoffrey Kondogbia,central,188,76
1358,Lionel Carole,defensa,182,79
1361,Steven Berghuis,ataque,182,70
1363,Hans Vanaken,ataque,194,80
1365,Timor,central,185,77
1366,Josué,central,174,75
1368,Eric Bauthéac,central,168,65
1370,Ibai Gómez,central,177,72
1371,Nicolas Pallois,defensa,190,89
1372,Timm Klose,defensa,193,87
1373,Sergio León,central,178,73
1375,Raúl Navas,defensa,185,83
1376,Óscar Murillo,defensa,183,79
1381,Celso Ortíz,central,175,70
1386,Adrien Regattin,central,166,66
1389,Yonathan Del Valle,central,173,75
1390,Macnelly Torres,central,175,72
1391,Esteban Paredes,ataque,178,82
1394,Tom Cairney,central,183,72
1395,Aaron Mooy,central,174,68
1396,Jagoš Vuković,defensa,194,82
1397,Laguardia,defensa,185,75
1399,Pontus Jansson,defensa,196,89
1400,Andre Gray,ataque,180,78
1404,Guido Burgstaller,ataque,187,80
1407,Manuel Schmiedebach,central,171,70
1409,Christian Clemens,central,179,80
1416,Georgiy Schennikov,defensa,180,75
1417,Alexandr Kokorin,ataque,183,79
1419,Peter Pekarík,defensa,176,70
1421,Pascal Groß,central,181,76
1422,Xandão,defensa,194,84
1423,Benjamin André,central,180,76
1424,Dominic Maroh,defensa,186,85
1425,Léonard Kweuke,ataque,188,94
1426,Matías Caruzzo,defensa,185,80
1428,Tony Jantschke,defensa,177,76
1432,Aaron Cresswell,defensa,170,66
1434,Danny Latza,central,179,76
1436,Bruno Fornaroli,ataque,174,68
1438,Volkan Şen,central,175,68
1439,Jonathan Kodjia,ataque,189,77
1440,Miguel Angel Britos,defensa,188,82
1443,Sofiane Hanni,ataque,178,68
1444,Riccardo Meggiorini,ataque,182,78
1445,Oupa Manyisa,central,166,67
1446,Cheick Diabaté,ataque,194,88
1448,Paul-José Mpoku,central,177,80
1450,Siem de Jong,central,185,80
1452,Matt Ritchie,central,173,71
1453,Fabio Borini,central,180,74
1455,Diego Ângelo,defensa,192,84
1457,Michał Pazdan,defensa,181,78
1458,Maurício,central,180,72
1460,Michael Lang,defensa,185,79
1463,Lamine Koné,defensa,186,83
1465,Maxi Moralez,central,158,56
1467,Siphiwe Tshabalala,central,170,65
1470,Simon Terodde,ataque,192,83
1472,Giovanni Sio,ataque,180,70
1473,Fabian Frei,central,183,77
1474,Fin Bartels,central,176,69
1475,Marc Albrighton,central,174,67
1476,Ciaran Clark,defensa,188,76
1479,Koo Ja Cheol,central,183,77
1481,Albin Ekdal,central,186,75
1483,Luisinho,defensa,175,62
1484,Dejan Damjanović,ataque,187,81
1487,Damien Da Silva,defensa,184,82
1488,Emiliano Insúa,defensa,180,79
1489,Pablo Hernández,ataque,173,72
1492,Adrián González,ataque,183,76
1493,Erik Pieters,defensa,182,86
1497,Lucas Deaux,central,188,72
1498,Sidney Sam,central,174,71
1499,Martin Harnik,ataque,186,80
1501,Ludovic Baal,defensa,176,75
1504,Stefan Aigner,ataque,183,73
1507,Yeom Ki Hun,central,182,78
1508,Jozy Altidore,ataque,183,79
1509,Jelle Vossen,ataque,180,73
1510,Sacha Kljestan,ataque,185,77
1513,Gonzalo Castro,central,176,70
1516,James Tomkins,defensa,192,74
1522,Paul Aguilar,defensa,180,67
1524,Andrey Eschenko,defensa,176,74
1526,Tarik Elyounoussi,ataque,172,66
1527,Scott Sinclair,ataque,173,63
1528,Andrea Masiello,defensa,184,82
1529,Danijel Milićević,ataque,170,63
1530,Hugo Rodallega,ataque,181,72
1533,Alan Kasaev,central,174,76
1535,Doka,central,178,70
1537,Lior Refaelov,ataque,175,70
1538,Caio,ataque,186,85
1540,Julien Féret,central,187,76
1541,Stéphane Sessègnon,central,168,75
1543,Rolando,defensa,189,77
1544,James Morrison,ataque,178,64
1545,Marvin Matip,defensa,184,83
1546,Néstor Ortigoza,central,180,78
1548,Abraham,central,178,80
1549,Trashorras,central,179,71
1550,Julio Alberto Barroso,defensa,175,71
1552,Oribe Peralta,ataque,179,75
1553,Gelson Fernandes,central,179,70
1555,Mounir Obbadi,central,172,65
1556,Guillaume Hoarau,ataque,192,80
1558,Charlie Adam,central,185,82
1562,Rubens Sambueza,central,174,74
1563,Jason Puncheon,central,173,71
1565,Wes Hoolahan,central,168,71
1567,Diego Castro,central,174,71
1570,Yalçın Ayhan,defensa,192,82
1572,Leonardo Ponzio,central,174,71
1574,Darren Fletcher,central,184,74
1577,Daniele Gastaldello,defensa,185,77
1578,Giampaolo Pazzini,ataque,180,77
1579,Franco Brienza,ataque,168,68
1580,Stijn Schaars,central,178,76
1582,Hasan Ali Kaldırım,defensa,183,75
1584,Marco Borriello,ataque,185,76
1586,Achille Emaná,ataque,180,77
1587,Gareth McAuley,defensa,195,89
1589,Alberto Aquilani,central,186,79
1590,Wayne Routledge,central,170,77
1591,Matthias Lehmann,central,179,75
1595,Jonas Olsson,defensa,193,84
1598,Dario Dainelli,defensa,191,78
1600,Paolo Cannavaro,defensa,185,83
1602,Raphinha,ataque,176,66
1605,Maurício António,defensa,183,82
1607,Franck Yannick Kessié,central,183,76
1608,Rafael Cachoira,defensa,188,84
1609,Nicholas Aldair,ataque,187,81
1610,Luimo Boas Santos,ataque,176,73
1611,Adilson Edrada,ataque,176,72
1612,Allan Bardinho,ataque,175,72
1613,Simão Acunha,ataque,178,71
1614,Gabrisco Aníbal,central,182,77
1615,Davi Parrela,defensa,191,88
1616,Kaimo Lima,defensa,188,77
1617,Victildinho,defensa,178,75
1618,Andeson Trigo,defensa,175,68
1620,Dani Rochelinhas,ataque,178,75
1621,Laure Santeiro,ataque,171,63
1622,Jorginhson,central,178,75
1623,Melvin Parrela,central,188,88
1624,Otávio Cairinho,defensa,179,80
1625,Caio Nunson,defensa,185,85
1626,Juli Freitinho,defensa,192,91
1627,Alexo Baia,defensa,175,71
1628,Silas Almeim,defensa,177,76
1630,Gastón Pereiro,ataque,188,76
1631,Aminu Umar,central,174,72
1632,Yoshinori Mutō,ataque,179,72
1633,Viktor Kovalenko,ataque,182,75
1634,Kasper Dolberg,ataque,187,82
1635,Benjamin Henrichs,defensa,182,78
1638,Jakub Jankto,central,184,73
1644,Orbelín Pineda,central,168,64
1646,Cristian Pavón,ataque,175,65
1647,Lucas Torreira,central,168,64
1648,Erdem Şen,central,180,75
1650,Mario Pašalić,central,188,82
1651,Ömer Ali Şahiner,central,175,70
1652,Toshihiro Aoyama,central,174,75
1653,Alexis Blin,central,184,78
1656,Raúl,defensa,189,83
1658,Sebastián Driussi,ataque,179,82
1661,Léo Bonatini,ataque,185,80
1663,Clément Lenglet,defensa,186,81
1664,Diego Rico,defensa,183,76
1666,Munir,ataque,175,69
1667,Tana,central,168,69
1668,Hamari Traoré,central,174,57
1669,Edgar Méndez,central,188,76
1671,Rodrigo Battaglia,central,187,79
1672,Ezequiel Cerutti,central,179,75
1674,Federico Cartabia,central,170,65
1675,Franco Mussis,central,174,75
1677,Yuriy Gazinskiy,central,184,75
1678,Seko Fofana,central,183,77
1679,Andrew Robertson,defensa,178,63
1684,Deniz Türüç,ataque,177,72
1685,Rúben Vezo,defensa,183,80
1686,Jonathan Schunke,defensa,193,85
1687,Martín Cauteruccio,ataque,180,76
1690,Milton Casco,defensa,170,69
1691,Paolo Goltz,defensa,185,81
1692,Luis Quiñones,central,178,70
1693,William Tesillo,defensa,184,78
1697,Facundo Ferreyra,ataque,187,76
1703,Avilés Hurtado,central,171,65
1704,Riechedly Bazoer,central,184,74
1705,Enzo Roco,defensa,191,86
1708,Danilo Cataldi,central,180,70
1713,Renato Steffen,central,170,65
1714,Ridgeciano Haps,defensa,175,66
1716,José Rodríguez,central,180,75
1718,José Juan Vázquez,central,166,64
1720,Gerso,ataque,172,65
1727,Albentosa,defensa,194,89
1729,Insua,defensa,183,75
1730,Eduardo Vargas,ataque,174,77
1734,Luka Milivojević,central,186,80
1735,Willard Katsande,central,178,78
1737,Calum Chambers,defensa,182,66
1740,Dwight Gayle,ataque,177,73
1743,Soualiho Meïté,central,187,80
1745,Iván Piris,defensa,174,68
1746,Abdoulaye Ba,defensa,197,79
1748,Víctor Ibarbo,ataque,188,80
1751,Yassin Ayoub,central,175,70
1754,Pozuelo,ataque,170,63
1756,Welthon,ataque,180,74
1758,Ogenyi Onazi,central,173,73
1762,Jérôme Roussillon,defensa,175,80
1763,Jota Peleteiro,central,180,70
1765,Bobby Wood,ataque,180,79
1766,Diego Demme,central,170,68
1767,Jasmin Kurtić,ataque,186,88
1768,Siniša Anđelković,defensa,186,82
1769,Dmitriy Poloz,ataque,183,74
1774,Bogdan Stancu,central,183,75
1775,Tolga Ciğerci,central,185,80
1779,Lewis Dunk,defensa,192,88
1781,Erik Sviatchenko,defensa,185,82
1782,Renato Neto,central,185,83
1784,Matthew Lowton,defensa,180,78
1785,Oriol Romeu,central,183,83
1786,Roberto Inglese,ataque,186,85
1787,Luna,defensa,178,68
1788,Lacina Traoré,ataque,203,87
1789,Danilo D'Ambrosio,defensa,180,75
1790,Nicolas Isimat-Mirin,defensa,189,83
1791,Saphir Taïder,central,180,73
1792,Nathan Redmond,ataque,173,75
1793,Kara Mbodj,defensa,192,85
1798,Ximo Navarro,defensa,178,71
1801,Ivo Pinto,defensa,184,70
1802,Giulio Donati,defensa,178,76
1803,Serdar Gürler,central,173,65
1804,José Pedro Fuenzalida,ataque,170,67
1806,Gonzalo Jara,defensa,178,78
1807,Ishak Belfodil,ataque,192,86
1809,Andy Delort,ataque,182,82
1811,Fábio Espinho,central,171,64
1814,Nick Viergever,defensa,183,78
1816,Marco Rojas,ataque,166,63
1817,Marvin Zeegelaar,defensa,186,82
1818,Steve Cook,defensa,185,82
1819,Carlos Eduardo,ataque,184,70
1820,Miguel Rosa,central,176,70
1823,Juan Villar,ataque,183,76
1826,Paul Lasne,central,186,77
1827,José Cañas,central,178,75
1829,Maya Yoshida,defensa,189,78
1831,Yūya Ōsako,ataque,182,71
1836,Kévin Théophile-Catherine,defensa,183,88
1837,Omar Elabdellaoui,defensa,179,73
1841,Isaac Brizuela,central,171,66
1842,Oier,defensa,178,72
1843,Dani Castellano,defensa,180,69
1844,Panagiotis Tachtsidis,central,191,86
1845,Fernandão,ataque,192,90
1846,Yannis Salibur,ataque,177,76
1848,Lombán,defensa,186,78
1849,Fábio,defensa,172,65
1851,Olcay Şahan,central,179,71
1856,Jake Livermore,central,180,76
1857,Daniel Brosinski,defensa,178,70
1858,Oussama Assaidi,ataque,178,70
1860,Franck Tabanou,central,178,80
1862,Marco Sau,ataque,169,65
1863,Abel Hernández,ataque,185,73
1865,Ronny Rodelin,ataque,192,82
1866,Mubarak Wakaso,central,171,72
1867,Floyd Ayité,ataque,174,68
1869,Matt Phillips,central,183,75
1871,Matías Suárez,ataque,183,75
1874,Rafael Tolói,defensa,185,75
1875,Dmitriy Kombarov,defensa,184,73
1876,Jesús Dueñas,central,174,73
1877,Matias Pérez García,central,165,64
1878,Kyle Naughton,defensa,180,73
1880,Jan-Arie van der Heijden,defensa,186,71
1881,Joel Ward,defensa,188,83
1882,Theodor Gebre Selassie,defensa,181,71
1883,Patrick van Aanholt,defensa,175,67
1884,James Chester,defensa,181,79
1885,Geoffrey Bia,ataque,180,79
1886,Martin Olsson,defensa,178,81
1887,Harry Arter,central,178,70
1890,Mathieu Dossevi,central,175,72
1894,Rui Fonte,ataque,181,74
1895,Mathias Jørgensen,defensa,191,79
1899,Andrea Ranocchia,defensa,195,81
1901,Titi,defensa,188,83
1902,Mile Jedinák,central,188,78
1903,Nuno Pinto,defensa,173,65
1907,Uğur Demirok,defensa,190,85
1908,Federico Peluso,defensa,188,82
1910,Romain Danzé,defensa,184,73
1911,Thomas Mangani,central,183,79
1912,Andrea Costa,defensa,182,73
1913,Abel Aguilar,central,185,80
1916,Shkëlzen Gashi,central,182,75
1917,Mossoró,ataque,170,67
1918,Christian Marrugo,ataque,177,75
1921,Kei Kamara,ataque,188,75
1923,Birkir Bjarnason,ataque,182,75
1924,Neil Taylor,defensa,175,75
1925,Benny Feilhaber,central,175,72
1926,Niklas Moisander,defensa,183,75
1927,Andrew Surman,central,178,73
1928,Manu García,central,182,74
1929,Carlos Martínez,defensa,189,79
1930,Gabriel Peñalba,central,194,91
1932,Hugo Ayala,defensa,183,81
1934,Marvin Compper,defensa,185,80
1936,Liam Bridcutt,central,171,76
1938,Danny Simpson,defensa,177,78
1939,Omar Ramos,central,176,67
1940,Jérémy Sorbon,defensa,183,79
1941,Federico Higuaín,ataque,173,75
1944,Miroslav Radović,central,182,78
1946,Alexandru Gaţcan,central,186,79
1948,Kwak Tae Hwi,defensa,186,85
1952,Bradley Wright-Phillips,ataque,173,70
1953,Sebastian Larsson,ataque,178,70
1958,Marcos Angeleri,defensa,182,76
1959,Oleg Ivanov,ataque,192,87
1960,Fernando Amorebieta,defensa,191,84
1961,Timofey Kalachev,central,172,70
1962,Matías Silvestre,defensa,185,78
1963,Jean Beausejour,defensa,178,83
1964,Nana Asare,central,174,65
1965,Marco Russ,defensa,190,88
1967,Ryan Babel,central,185,77
1969,Aiden McGeady,central,177,71
1970,Juan Insaurralde,defensa,189,84
1973,Rio Mavuba,central,172,74
1974,Avraam Papadopoulos,defensa,184,84
1977,Guglielmo Stendardo,defensa,190,89
1978,Luíz Carlos,central,175,67
1979,Renat Yanbaev,defensa,177,74
1980,Alexandr Anyukov,defensa,178,67
1981,Vitaliy Kaleshin,defensa,173,69
1982,Javier Pinola,defensa,184,81
1986,Selçuk Şahin,central,189,88
1989,Román Martínez,central,184,81
1996,Blerim Džemaili,central,179,73
1998,Joey Barton,central,180,70
2002,Emil Hallfreðsson,central,185,83
2006,Rod Fanni,defensa,186,78
2007,Mauricio Pinilla,ataque,187,78
2008,Jaroslav Plašil,central,182,72
2010,Maximiliano Rodríguez,central,180,79
2012,Halil Altıntop,ataque,186,75
2013,Tom Huddlestone,central,188,80
2014,Stewart Downing,central,180,64
2016,Massimo Maccarone,ataque,180,70
2017,Peter Crouch,ataque,201,84
2018,Etienne Didot,central,175,69
2024,Alberto Gilardino,ataque,184,79
2026,Felipe,defensa,188,75
2027,Marc Roca,central,184,74
2031,Caio Milaçar,ataque,170,67
2032,Theo Hernández,defensa,185,75
2034,Ádám Nagy,central,178,74
2035,Emre Akbaba,central,180,73
2036,Jadson Vidigal,ataque,175,70
2037,Hélton Celanova,ataque,180,92
2038,Alvildo Sousa,ataque,183,79
2039,Leo Caldeirinha,central,175,75
2040,Jacson Zonta,ataque,181,74
2041,Marlon Nideiro,ataque,169,66
2042,Ailton Guevara,ataque,177,71
2043,José Mirazar,ataque,180,74
2044,Fábio Melitinho,ataque,170,67
2046,Edercinho Sepa,central,179,76
2047,Fabrio Farinha,ataque,177,72
2049,Enaldo Toxeto,defensa,181,79
2050,Paolito Serra,defensa,191,88
2051,Édundo Oliveira,defensa,183,79
2052,Josué Chiamulera,defensa,185,80
2053,Jesus Andradaldo,defensa,177,73
2057,Nicolás Formido,central,183,77
2058,Kauã Abranches,central,177,70
2059,Sebas Couteira,ataque,178,70
2060,Edvaldisco,central,183,71
2061,Emilio Piodão,central,177,78
2062,Claudiano Sobrino,central,177,72
2063,Robson Denho,central,181,78
2064,Kaíqundo Calado,defensa,183,79
2065,Hugo Goiteira,defensa,190,88
2066,Kel Perinho,defensa,192,79
2067,Jailson Caeiro,defensa,177,75
2068,Enaldo Praz,defensa,177,73
2070,Riad Bajić,ataque,189,80
2071,César Montes,defensa,191,70
2074,Jeremiah St. Juste,defensa,185,71
2075,Onyinye Ndidi,central,187,80
2076,Omar Colley,defensa,192,80
2077,Gonzalo Martínez,ataque,172,75
2083,Adam Masina,defensa,191,87
2085,Bruno Gaspar,defensa,176,69
2087,Steve Mounié,ataque,190,83
2089,Karl Toko-Ekambi,ataque,183,70
2090,Maxime Lopez,central,167,58
2091,Mathías Corujo,defensa,170,73
2094,Andrea Conti,central,184,76
2099,Arber Zeneli,ataque,176,72
2103,Emanuel Mammana,defensa,183,70
2106,Valentin Vada,central,172,71
2107,Antonio Barreca,defensa,180,70
2108,Mattia Caldara,defensa,187,80
2112,Jorge Figal,defensa,183,76
2113,Fanendo Adi,ataque,193,84
2115,Luca Rizzo,ataque,188,80
2116,Pedro Henrique,defensa,190,85
2117,Guillermo Maripán,defensa,193,83
2118,Cafú,central,183,84
2119,Didier Ndong,central,179,75
2124,Giovanni Simeone,ataque,180,81
2126,Kendall Waston,defensa,196,97
2127,Maximiliano Meza,central,180,69
2129,Marcelo Goiano,defensa,176,69
2130,Ignacio Fernández,central,182,67
2131,Damir Kreilach,central,186,83
2132,Alireza Jahanbakhsh,ataque,180,75
2133,Samir,defensa,188,81
2134,Burgui,central,184,73
2141,Rubén Botta,central,177,71
2143,Julio Furch,ataque,187,88
2145,Damián Pérez,defensa,168,66
2146,Lucas Villafañez,central,169,65
2148,Diego González,central,172,73
2149,Postigo,defensa,185,78
2151,Matías Laba,central,175,70
2153,Daniel Bocanegra,defensa,182,76
2157,Diego Valdés,ataque,178,75
2163,Rodrigo De Paul,ataque,178,68
2165,Loïs Diony,ataque,183,82
2167,Alexander Scholz,defensa,187,84
2170,Darko Lazović,central,181,66
2171,Jérôme Gondorf,central,175,76
2172,Florian Niederlechner,ataque,186,86
2173,Marc Schnatterer,central,180,75
2174,Andrey Semenov,defensa,190,86
2175,Lewis Baker,central,182,70
2176,Moussa Konaté,ataque,183,78
2177,Guillermo Fernández,central,178,75
2178,Ricardo Centurión,ataque,174,65
2180,Paolo Hurtado,ataque,176,72
2183,Rodolfo Pizarro,central,173,64
2184,Marcel Halstenberg,defensa,187,82
2185,Yasser Al Shahrani,defensa,171,62
2187,Júnior Fernandes,central,181,78
2189,Pierrick Capelle,ataque,180,71
2190,Leiton Jiménez,defensa,186,77
2195,Adrien Thomasson,central,177,72
2196,Hiroki Sakai,defensa,185,75
2197,Munas Dabbur,ataque,181,77
2198,Mitchell Dijks,defensa,194,93
2202,Ademilson,ataque,176,74
2203,Yussuf Poulsen,ataque,193,78
2204,Thabo Matlaba,defensa,169,75
2208,Gōtoku Sakai,central,176,74
2209,Jürgen Damm,central,187,69
2210,Renan Bressan,central,182,75
2211,Matt Hedges,defensa,193,84
2214,Amato Ciciretti,ataque,170,62
2215,Erik Johansson,defensa,192,89
2216,Denis Stracqualursi,ataque,189,85
2217,Manuel Pucciarelli,ataque,174,63
2219,Luís Leal,ataque,175,81
2220,Jean-Paul Boëtius,ataque,178,67
2224,Toni Leistner,defensa,190,90
2225,Toño,defensa,179,69
2226,Salvador Agra,ataque,166,61
2227,Diogo Figueiras,defensa,168,64
2228,David Simón,defensa,175,68
2229,Darío Lezcano,ataque,178,72
2230,Sadio Diallo,central,182,76
2231,Lucas Andersen,central,184,73
2232,Damián Suárez,defensa,172,61
2233,Francisco Silva,central,178,75
2234,Alexandr Erokhin,central,195,79
2237,Neeskens Kebano,ataque,170,65
2238,Thievy,ataque,180,74
2242,Fernando Uribe,ataque,181,76
2243,Simon Zoller,central,179,70
2245,Konstantinos Stafylidis,defensa,178,73
2246,Matthias Ostrzolek,defensa,178,72
2247,Darlington Nagbe,central,175,75
2248,Benik Afobe,ataque,183,77
2249,Jonathan Schmid,central,179,79
2251,Juankar,defensa,179,72
2255,Tomáš Kalas,defensa,182,73
2256,Diego,central,178,79
2261,Liam Moore,defensa,185,86
2262,Guillermo Burdisso,defensa,189,85
